x,y,z,target
20,1,91,295
31,99,70,439
20,57,67,335
1,24,62,235
76,70,63,405
0,48,20,156
76,48,20,232
34,99,73,451
95,73,84,493
86,14,81,357
93,80,18,307
74,8,77,321
31,16,10,93
3,44,49,238
94,67,87,489
45,71,84,439
45,23,12,127
16,64,72,360
12,32,73,295
18,14,58,220
76,32,91,413
9,7,76,251
83,7,31,190
74,32,68,342
88,32,46,290
81,14,38,223
47,73,17,244
76,2,83,329
75,13,90,371
42,44,23,199
22,59,15,185
75,56,35,292
34,0,12,70
56,36,41,251
64,72,13,247
20,67,66,352
53,92,83,486
22,47,81,359
15,91,17,248
7,90,79,424
90,1,3,101
81,13,8,131
88,69,59,403
97,55,20,267
84,72,18,282
63,46,13,194
84,6,47,237
88,84,40,376
75,35,0,145
63,38,87,400
49,17,81,326
13,5,96,311
34,5,67,245
59,80,41,342
19,46,67,312
94,73,77,471
72,7,31,179
80,64,99,505
25,84,41,316
51,90,28,315
94,52,58,372
97,97,85,546
72,50,28,256
25,54,81,376
61,87,26,313
34,60,60,334
44,80,29,291
84,81,34,348
80,62,83,453
95,18,30,221
42,8,86,316
21,65,16,199
34,55,40,264
33,19,30,161
3,66,21,198
90,29,65,343
81,50,25,256
88,89,97,557
16,61,65,333
29,82,98,487
37,94,13,264
63,90,57,414
14,48,51,263
94,5,0,104
71,93,89,524
63,67,34,299
9,88,24,257
2,4,56,178
18,80,12,214
10,14,95,323
55,64,40,303
54,92,52,394
25,92,6,227
82,87,97,547
93,16,27,206
61,2,85,320
2,33,28,152
49,44,36,245
95,39,8,197
57,6,36,177
56,47,97,441
46,25,6,114
2,7,81,259
51,6,72,279
78,36,83,399
82,77,60,416
96,76,66,446
87,55,4,209
72,35,89,409
87,26,28,223
97,45,70,397
14,36,28,170
0,3,50,156
22,43,17,159
63,37,29,224
17,63,26,221
49,11,44,203
37,79,56,363
10,19,97,339
22,58,81,381
3,93,76,417
28,69,67,367
92,77,2,252
96,11,50,268
99,75,59,426
31,91,75,438
5,9,4,35
12,91,47,335
22,32,78,320
96,20,75,361
50,32,28,198
45,92,54,391
47,37,4,133
36,59,41,277
59,19,61,280
21,85,30,281
45,36,93,396
3,9,69,228
96,79,7,275
98,67,31,325
85,30,85,400
48,35,24,190
55,82,27,300
80,1,52,238
83,69,94,503
10,13,20,96
42,71,29,271
60,29,76,346
29,52,46,271
96,27,67,351
16,58,96,420
41,87,36,323
15,23,61,244
45,13,96,359
10,21,15,97
31,65,91,434
57,41,8,163
1,59,1,122
54,43,96,428
50,0,43,179
94,90,54,436
4,96,82,442
48,92,19,289
79,71,31,314
88,13,89,381
76,91,57,429
64,47,5,173
8,68,68,348
66,98,34,364
20,31,11,115
53,10,89,340
6,66,25,213
93,34,16,209
37,68,53,332
92,11,37,225
31,68,81,410
55,51,7,178
78,0,21,141
82,98,44,410
17,15,76,275
11,18,79,284
21,40,47,242
32,80,46,330
56,15,3,95
1,45,32,187
93,16,27,206
23,95,97,504
19,44,72,323
1,95,84,443
90,32,13,193
71,39,54,311
5,34,61,256
38,44,95,411
17,94,0,205
34,62,71,371
80,28,28,220
45,85,91,488
34,0,32,130
37,22,39,198
22,50,25,197
80,70,43,349
52,6,9,91
48,14,15,121
52,50,3,161
83,16,14,157
66,40,55,311
9,91,84,443
92,25,91,415
93,71,76,463
57,81,80,459
11,78,43,296
83,73,5,244
91,90,12,307
98,89,59,453
97,5,50,257
20,38,9,123
52,17,10,116
5,45,7,116
79,90,34,361
68,42,63,341
40,40,76,348
9,10,85,284
37,23,35,188
98,23,24,216
91,31,8,177
80,17,76,342
9,65,83,388
68,96,87,521
28,15,84,310
27,58,63,332
40,92,3,233
57,51,66,357
22,60,89,409
82,57,0,196
2,24,93,329
97,30,87,418
44,87,18,272
87,32,7,172
15,25,50,215
68,16,95,385
62,28,31,211
18,22,27,143
66,86,77,469
61,88,89,504
70,60,4,202
90,4,48,242
49,84,79,454
1,50,46,239
46,74,52,350
45,10,40,185
24,86,5,211
13,37,70,297
61,65,53,350
70,21,25,187
42,4,64,242
98,68,12,270
31,96,77,454
31,78,1,190
79,29,41,260
37,82,72,417
81,2,43,214
57,13,56,251
5,93,16,239
63,77,1,220
25,39,57,274
46,93,34,334
35,20,24,147
74,63,94,482
0,68,60,316
0,71,46,280
23,55,25,208
90,3,59,273
85,27,53,298
46,84,56,382
42,41,3,133
57,58,48,317
67,42,76,379
85,35,71,368
92,8,56,276
77,12,27,182
45,85,19,272
83,60,93,482
48,62,85,427
24,91,7,227
63,23,49,256
60,67,18,248
58,70,81,441
52,62,52,332
67,23,20,173
70,98,15,311
52,71,7,215
15,82,26,257
28,33,84,346
89,29,13,186
73,40,87,414
63,64,21,254
32,89,74,432
83,37,97,448
46,57,1,163
28,2,4,44
12,92,12,232
33,7,50,197
56,66,50,338
34,79,21,255
47,69,63,374
18,92,87,463
7,77,69,368
73,54,90,451
87,5,87,358
37,16,38,183
50,71,28,276
99,96,85,546
16,35,74,308
94,9,92,388
40,85,0,210
8,78,80,404
38,56,12,186
84,75,8,258
63,32,77,358
40,9,94,340
53,93,14,281
23,30,46,221
79,66,52,367
51,0,55,216
88,24,71,349
40,64,9,195
17,1,37,130
0,93,27,267
38,78,29,281
9,93,94,477
56,84,55,389
5,94,89,460
94,12,58,292
15,82,93,458
54,14,55,247
65,95,88,519
11,33,93,356
38,40,94,400
87,3,10,123
88,79,52,402
22,77,84,428
59,60,57,350
82,34,91,423
3,65,46,271
6,12,42,156
20,36,64,284
1,27,50,205
68,79,33,325
44,16,70,286
99,92,73,502
4,53,12,146
17,71,11,192
58,69,46,334
73,51,31,268
81,69,71,432
83,91,46,403
57,46,27,230
29,58,94,427
13,14,22,107
14,40,66,292
41,49,6,157
16,16,5,63
69,92,90,523
70,4,71,291
42,25,36,200
24,98,30,310
66,18,78,336
66,81,50,378
92,42,77,407
97,6,77,340
41,95,21,294
15,39,94,375
91,81,87,514
23,16,92,331
27,21,32,165
88,63,79,451
28,17,6,80
21,73,29,254
74,34,80,382
61,69,28,283
67,53,57,344
95,96,82,533
0,35,58,244
67,74,50,365
78,52,38,296
16,16,24,120
97,35,3,176
96,54,69,411
16,67,48,294
86,92,10,300
50,71,15,237
58,89,30,326
97,42,61,364
23,22,79,304
88,51,2,196
23,81,11,218
91,20,24,203
87,67,19,278
46,12,4,82
84,81,0,246
70,3,98,370
81,24,17,180
21,71,2,169
99,50,51,352
52,84,23,289
14,37,26,166
44,13,48,214
75,3,22,147
28,33,75,319
78,66,97,501
68,42,21,215
15,44,96,391
71,97,67,466
97,7,39,228
52,14,98,374
10,58,75,351
4,21,38,160
14,66,53,305
46,86,50,368
42,15,32,168
58,28,77,345
17,15,67,248
95,51,82,443
9,90,62,375
23,82,0,187
83,79,36,349
6,24,53,213
15,89,98,487
84,37,72,374
90,15,66,318
19,36,55,256
5,67,62,325
2,13,82,274
12,71,71,367
88,13,17,165
17,1,2,25
75,82,85,494
84,10,52,260
27,77,30,271
60,26,64,304
15,33,90,351
35,75,13,224
17,41,42,225
87,48,22,249
38,76,87,451
19,42,75,328
70,15,29,187
94,61,1,219
61,10,14,123
18,58,68,338
74,81,88,500
32,48,23,197
81,64,29,296
65,21,9,134
56,5,58,240
25,9,14,85
58,30,89,385
38,19,90,346
0,32,5,79
35,96,63,416
49,82,26,291
10,70,39,267
34,80,93,473
2,48,87,359
80,28,43,265
67,79,14,267
84,92,49,415
22,11,48,188
97,62,8,245
72,42,65,351
61,81,67,424
20,41,32,198
3,5,49,160
10,92,28,278
12,8,97,319
6,62,82,376
25,82,52,345
87,49,63,374
22,18,86,316
39,44,56,295
51,53,58,331
7,72,33,250
94,56,63,395
84,27,38,252
88,89,93,545
39,79,84,449
20,47,70,324
81,3,59,264
64,98,13,299
65,2,3,78
36,37,63,299
14,24,31,155
42,92,83,475
20,29,48,222
38,88,14,256
37,13,73,282
38,44,58,300
57,76,0,209
70,31,84,384
68,38,7,165
53,65,67,384
68,6,43,209
1,54,10,139
58,91,13,279
22,23,67,269
41,25,98,385
40,51,62,328
21,92,52,361
71,86,73,462
25,65,52,311
71,98,65,462
2,60,38,236
73,17,40,227
60,23,6,124
32,50,46,270
84,65,27,295
30,18,26,144
89,70,52,385
32,14,25,135
52,26,62,290
64,57,45,313
77,67,77,442
94,8,5,125
23,47,46,255
56,49,3,163
54,32,57,289
22,55,91,405
86,48,63,371
15,74,17,214
9,43,97,386
47,5,3,66
21,37,90,365
48,89,40,346
86,61,34,310
33,71,26,253
27,44,83,364
41,27,93,374
17,89,85,450
48,61,34,272
29,9,2,53
51,53,91,430
97,91,30,369
23,6,81,278
59,94,17,298
24,5,43,163
30,7,98,338
75,92,40,379
4,29,93,341
7,29,54,227
86,31,73,367
94,95,84,536
38,33,58,278
34,83,74,422
54,79,89,479
38,3,92,320
48,22,82,338
74,74,66,420
73,43,85,414
66,46,23,227
57,48,62,339
37,60,75,382
81,30,27,222
7,99,80,445
49,65,18,233
63,18,11,132
32,98,75,453
64,66,61,379
73,20,14,155
23,72,99,464
56,63,4,194
92,21,25,209
5,29,83,312
28,30,6,106
10,13,87,297
25,7,31,132
14,31,7,97
1,26,96,341
72,90,32,348
87,0,20,147
6,78,54,324
11,14,1,42
53,64,72,397
75,88,91,524
42,76,95,479
33,63,54,321
5,64,55,298
97,34,85,420
35,85,10,235
89,96,36,389
55,78,93,490
67,8,35,188
33,99,68,435
48,88,75,449
33,73,62,365
45,48,9,168
22,8,18,92
92,12,37,227
57,55,8,191
54,16,56,254
23,43,13,148
1,78,13,196
13,8,16,77
41,19,3,88
79,10,62,285
21,15,10,81
46,42,85,385
87,50,12,223
62,95,66,450
16,44,81,347
1,42,50,235
5,42,66,287
38,66,82,416
24,66,61,339
96,7,36,218
30,59,91,421
42,28,84,350
68,39,60,326
67,61,69,396
61,86,70,443
75,25,42,251
60,62,74,406
83,5,34,195
28,51,82,376
70,43,74,378
57,12,70,291
79,91,97,552
94,84,80,502
21,22,92,341
70,75,11,253
99,91,27,362
35,15,38,179
82,1,91,357
62,74,31,303
1,98,67,398
16,25,94,348
21,80,86,439
10,48,18,160
90,18,30,216
55,29,77,344
49,4,75,282
99,17,58,307
44,78,34,302
78,57,64,384
6,99,43,333
10,95,59,377
24,52,93,407
95,50,8,219
53,38,29,216
82,20,46,260
6,91,51,341
16,68,66,350
31,18,97,358
8,39,53,245
52,89,47,371
45,99,87,504
82,54,86,448
52,34,57,291
48,46,28,224
12,18,23,117
33,9,10,81
80,74,61,411
57,32,88,385
50,18,1,89
30,43,63,305
22,26,93,353
14,64,71,355
3,63,6,147
4,31,45,201
67,94,44,387
22,43,42,234
31,44,8,143
81,81,69,450
44,17,15,123
59,84,17,278
47,62,6,189
16,98,46,350
12,16,74,266
63,61,33,284
30,13,75,281
17,2,21,84
47,63,16,221
7,74,34,257
2,24,88,314
17,80,49,324
8,76,58,334
22,6,53,193
59,12,35,188
87,91,49,416
35,78,93,470
27,15,24,129
48,83,68,418
18,42,67,303
76,45,38,280
64,76,76,444
51,3,85,312
68,48,71,377
81,29,74,361
19,87,75,418
2,27,56,224
49,65,10,209
53,95,40,363
39,31,7,122
77,38,11,186
95,82,44,391
42,31,42,230
59,53,53,324
66,31,16,176
74,62,54,360
89,87,72,479
27,17,63,250
96,41,1,181
96,47,88,454
38,11,55,225
75,15,28,189
74,45,97,455
4,68,94,422
58,38,7,155
67,19,53,264
54,26,76,334
77,80,79,474
24,71,54,328
14,67,16,196
74,21,17,167
34,73,46,318
9,25,58,233
88,61,90,480
9,29,61,250
14,99,10,242
8,73,72,370
39,33,65,300
30,32,30,184
12,34,58,254
7,80,87,428
17,69,29,242
65,46,77,388
6,17,74,262
49,41,54,293
3,80,0,163
0,81,22,228
70,66,55,367
52,47,97,437
97,2,0,101
62,71,56,372
75,8,24,163
9,59,10,157
45,86,36,325
24,47,14,160
44,84,7,233
26,95,32,312
19,77,98,467
10,9,29,115
57,15,49,234
26,26,31,171
42,57,29,243
94,64,6,240
98,66,18,284
27,79,27,266
90,49,7,209
32,16,31,157
53,55,39,280
30,85,11,233
48,37,18,176
47,74,23,264
36,27,29,177
4,1,28,90
63,26,9,142
14,62,38,252
41,49,59,316
69,0,87,330
11,20,77,282
97,61,19,276
64,91,9,273
43,84,11,244
2,25,53,211
36,16,68,272
44,51,1,149
23,22,20,127
32,43,50,268
56,72,40,320
7,41,56,257
76,37,76,378
14,68,76,378
26,36,72,314
52,71,59,371
67,42,58,325
99,23,73,364
8,28,5,79
97,77,39,368
97,42,37,292
57,84,18,279
43,61,34,267
29,96,80,461
24,79,20,242
12,77,89,433
75,7,39,206
2,48,29,185
0,94,37,299
63,12,82,333
90,39,96,456
91,98,36,395
29,0,56,197
91,31,99,450
50,70,87,451
66,93,22,318
29,33,28,179
45,74,21,256
3,65,52,289
87,15,73,336
35,33,40,221
59,79,97,508
15,80,19,232
73,5,88,347
87,19,84,377
98,56,79,447
14,8,40,150
61,83,59,404
78,62,88,466
94,45,43,313
16,87,64,382
38,73,92,460
43,53,11,182
23,90,85,458
93,95,42,409
20,5,27,111
14,54,50,272
28,70,92,444
76,98,59,449
70,44,99,455
20,1,52,178
4,81,57,337
6,9,54,186
0,45,54,252
93,3,28,183
70,27,97,415
96,66,3,237
95,96,51,440
66,86,77,469
65,40,71,358
58,8,31,167
21,69,95,444
90,38,60,346
30,52,53,293
93,49,16,239
7,71,65,344
16,0,42,142
93,59,32,307
17,1,54,181
17,16,14,91
83,17,55,282
93,0,50,243
91,24,58,313
80,76,87,493
97,82,97,552
39,81,68,405
24,19,88,326
88,50,56,356
34,39,75,337
82,39,1,163
48,84,45,351
79,74,29,314
51,43,73,356
49,96,36,349
25,39,65,298
70,46,79,399
84,44,83,421
76,99,54,436
13,16,60,225
14,93,39,317
26,67,15,205
3,52,73,326
54,1,34,158
96,65,30,316
24,65,6,172
32,3,4,50
11,47,77,336
71,43,56,325
27,41,26,187
44,52,74,370
14,20,44,186
31,25,20,141
57,76,28,293
39,9,4,69
48,26,96,388
65,16,28,181
72,4,75,305
27,28,69,290
34,64,3,171
66,88,66,440
12,42,62,282
46,11,92,344
67,49,26,243
71,27,76,353
66,42,1,153
83,96,46,413
54,54,67,363
57,53,22,229
83,21,28,209
57,63,50,333
86,82,43,379
69,14,30,187
49,4,7,78
97,88,77,504
71,85,12,277
36,29,46,232
52,32,11,149
90,90,61,453
52,55,21,225
14,26,21,129
77,41,34,261
57,3,94,345
36,97,94,512
35,85,34,307
72,60,16,240
3,15,92,309
60,95,84,502
82,65,78,446
45,31,89,374
96,34,22,230
56,76,75,433
70,69,54,370
79,34,60,327
41,92,70,435
9,0,91,282
41,39,30,209
57,66,11,222
80,66,27,293
53,19,18,145
51,63,43,306
85,59,37,314
16,97,16,258
82,31,5,159
83,25,63,322
89,90,82,515
21,16,51,206
81,26,69,340
78,13,8,128
84,63,24,282
40,65,28,254
87,18,46,261
1,17,56,203
47,76,22,265
4,4,48,156
72,10,66,290
22,44,11,143
50,74,12,234
43,54,31,244
25,7,32,135
25,52,34,231
22,52,87,387
20,64,58,322
39,21,13,120
14,66,3,155
63,83,62,415
46,55,51,309
20,46,46,250
56,49,87,415
12,73,82,404
14,20,44,186
9,72,80,393
54,43,35,245
14,25,0,64
37,27,29,178
59,13,63,274
26,83,2,198
25,79,36,291
43,99,58,415
13,43,99,396
70,89,52,404
6,35,39,193
67,61,17,240
94,4,1,105
47,19,49,232
89,50,21,252
48,0,97,339
51,0,22,117
60,84,67,429
9,92,17,244
20,86,45,327
82,95,12,308
61,13,83,336
26,58,72,358
50,93,59,413
48,57,36,270
18,23,66,262
32,31,88,358
9,75,94,441
33,89,46,349
83,4,35,196
35,12,24,131
1,40,36,189
93,9,24,183
64,55,90,444
44,4,61,235
16,88,28,276
5,99,19,260
89,50,71,402
31,12,89,322
68,6,2,86
53,4,15,106
19,85,14,231
6,57,59,297
80,35,54,312
19,80,61,362
38,3,4,56
33,16,62,251
41,51,28,227
92,82,96,544
68,51,68,374
66,47,30,250
0,94,23,257
25,58,27,222
66,77,62,406
96,7,29,197
7,3,65,208
84,46,79,413
40,81,52,358
80,64,99,505
0,88,27,257
24,52,65,323
86,57,4,212
75,19,63,302
32,7,88,310
78,55,75,413
25,37,17,150
62,66,86,452
93,61,87,476
21,46,4,125
93,93,99,576
3,39,61,264
72,76,63,413
88,64,5,231
99,79,69,464
8,89,70,396
24,97,43,347
85,27,6,157
77,72,7,242
95,57,29,296
41,9,63,248
64,94,43,381
9,84,57,348
8,64,2,142
11,76,40,283
23,15,35,158
83,49,42,307
93,33,62,345
52,43,26,216
18,42,39,219
12,83,10,208
70,10,34,192
69,81,49,378
11,54,78,353
74,9,46,230
3,68,31,232
82,83,76,476
85,8,49,248
77,1,84,331
36,99,23,303
40,86,63,401
94,35,4,176
58,14,13,125
63,65,15,238
82,36,57,325
15,27,39,186
42,36,64,306
74,86,41,369
30,63,2,162
6,27,75,285
60,56,47,313
99,54,26,285
61,6,10,103
69,17,63,292
35,48,34,233
99,57,8,237
10,1,90,282
31,19,51,222
75,74,23,292
8,91,84,442
20,64,75,373
17,39,48,239
13,43,89,366
52,77,85,461
51,15,82,327
24,52,85,383
46,3,26,130
75,49,12,209
98,7,72,328
44,92,5,243
45,22,66,287
31,22,22,141
31,41,39,230
14,16,61,229
73,15,23,172
62,36,1,137
36,95,17,277
36,52,75,365
17,66,51,302
65,56,36,285
41,89,80,459
69,75,77,450
0,75,90,420
44,50,52,300
85,97,21,342
19,77,95,458
73,27,92,403
19,31,34,183
56,20,20,156
77,30,48,281
26,97,18,274
44,47,64,330
42,65,77,403
62,17,44,228
85,57,24,271
28,68,80,404
83,91,19,322
98,3,64,296
47,44,30,225
20,39,23,167
45,55,18,209
49,38,77,356
58,44,79,383
82,69,65,415
93,39,31,264
8,74,53,315
96,31,51,311
53,79,3,220
74,16,72,322
89,73,21,298
5,52,88,373
60,49,16,206
56,99,69,461
81,44,90,439
49,16,75,306
10,16,38,156
49,11,66,269
80,6,90,362
25,70,94,447
43,80,58,377
52,36,40,244
8,74,66,354
26,81,43,317
45,58,16,209
89,83,78,489
22,70,64,354
58,71,86,458
35,29,40,213
61,59,86,437
24,64,24,224
93,30,1,156
90,15,53,279
91,15,68,325
5,33,56,239
82,33,89,415
12,34,68,284
88,4,38,210
10,39,8,112
97,60,1,220
82,93,68,472
9,30,66,267
67,63,52,349
7,97,75,426
2,42,61,269
60,35,3,139
23,33,58,263
57,8,87,334
35,43,44,253
23,25,84,325
81,80,72,457
52,90,93,511
17,59,60,315
16,12,84,292
36,42,18,174
84,74,71,445
66,49,33,263
3,74,66,349
2,92,17,237
29,80,60,369
4,25,56,222
59,65,25,264
6,60,83,375
65,72,67,410
98,4,2,112
35,76,40,307
6,1,12,44
1,73,85,402
58,52,29,249
66,90,18,300
26,27,21,143
50,14,4,90
43,47,34,239
41,30,87,362
77,24,18,179
53,88,21,292
75,16,98,401
36,16,23,137
61,26,36,221
52,77,6,224
65,85,26,313
52,77,49,353
29,27,89,350
16,38,66,290
68,16,63,289
56,39,11,167
50,26,32,198
73,67,52,363
20,57,38,248
80,5,7,111
9,57,42,249
74,11,58,270
64,38,91,413
4,72,0,148
49,58,40,285
72,94,8,284
16,77,86,428
49,32,94,395
49,14,92,353
17,26,16,117
92,52,46,334
26,89,35,309
90,26,59,319
21,74,18,223
37,25,16,135
61,75,21,274
99,28,85,410
14,43,59,277
9,50,47,250
26,86,87,459
40,2,56,212
85,4,40,213
37,51,30,229
29,59,91,420
71,82,34,337
84,51,41,309
51,2,24,127
59,71,91,474
24,91,78,440
63,43,80,389
82,55,99,489
43,97,44,369
88,85,36,366
84,48,53,339
88,10,33,207
44,19,37,193
74,75,54,386
12,33,73,297
83,4,46,229
25,88,40,321
68,47,72,378
97,0,39,214
13,97,39,324
50,41,92,408
73,63,85,454
53,75,27,284
62,42,34,248
0,80,8,184
64,18,19,157
48,73,78,428
42,20,28,166
67,15,96,385
9,75,91,432
16,16,53,207
17,49,7,136
47,86,56,387
58,38,89,401
19,99,77,448
88,56,47,341
88,54,17,247
13,79,39,288
82,63,1,211
22,62,19,203
25,2,51,182
62,1,90,334
5,85,28,259
72,96,61,447
22,67,98,450
65,91,82,493
5,69,9,170
25,21,40,187
56,59,99,471
46,23,27,173
16,39,26,172
99,87,82,519
97,15,58,301
57,55,27,248
60,89,9,265
87,3,73,312
63,26,43,244
36,25,26,164
14,89,29,279
16,10,78,270
55,92,28,323
60,63,88,450
82,62,95,491
58,19,74,318
6,96,92,474
96,27,54,312
48,72,62,378
26,26,87,339
10,20,51,203
13,73,79,396
25,34,83,342
97,48,51,346
35,63,17,212
46,54,62,340
84,17,27,199
83,88,62,445
23,8,62,225
18,99,16,264
72,21,11,147
49,61,45,306
40,96,51,385
74,99,76,500
57,0,13,96
51,17,22,151
63,56,4,187
78,63,3,213
12,63,39,255
27,45,94,399
92,26,11,177
19,42,3,112
73,13,4,111
47,58,9,190
78,73,0,224
77,25,29,214
41,92,53,384
75,51,88,441
47,9,9,92
83,26,99,432
30,88,9,233
88,3,46,232
54,0,85,309
35,51,69,344
92,13,58,292
58,13,64,276
73,77,9,254
34,22,24,150
19,59,78,371
33,58,71,362
35,45,73,344
72,86,17,295
39,10,91,332
20,9,61,221
96,33,25,237
38,58,91,427
7,10,33,126
90,25,91,413
47,50,14,189
30,51,45,267
94,79,50,402
2,61,17,175
62,52,47,307
1,16,41,156
94,74,25,317
22,25,36,180
80,8,87,357
67,46,40,279
79,46,13,210
82,0,2,88
26,69,26,242
38,64,37,277
13,36,37,196
19,17,10,83
33,5,70,253
23,74,28,255
70,74,18,272
17,29,5,90
94,6,24,178
23,59,36,249
52,68,66,386
41,12,79,302
86,93,75,497
91,63,38,331
25,26,10,107
82,89,79,497
8,2,69,219
24,86,61,379
46,57,69,367
56,9,98,368
39,92,87,484
26,22,45,205
66,99,81,507
26,81,98,482
1,31,24,135
3,18,7,60
66,69,49,351
54,25,17,155
33,50,89,400
49,55,22,225
78,96,42,396
85,88,21,324
89,75,9,266
4,77,28,242
20,44,50,258
75,62,96,487
18,37,80,332
12,41,31,187
65,68,49,348
5,60,99,422
7,12,77,262
20,92,45,339
96,11,63,307
2,86,59,351
88,95,91,551
19,85,73,408
10,1,72,228
18,47,65,307
89,41,63,360
95,65,14,267
5,76,7,178
89,17,67,324
15,42,18,153
77,42,47,302
62,11,59,261
10,25,24,132
6,66,3,147
30,86,6,220
81,61,66,401
53,12,54,239
89,79,35,352
43,42,99,424
96,83,38,376
80,22,62,310
70,53,60,356
47,79,87,466
24,31,46,224
57,25,30,197
81,96,82,519
82,8,48,242
40,60,18,214
31,21,35,178
94,10,93,393
46,85,46,354
53,85,14,265
81,4,89,356
87,47,14,223
15,9,60,213
43,15,54,235
66,48,99,459
3,60,68,327
80,32,78,378
68,90,12,284
76,62,37,311
51,18,56,255
53,33,53,278
1,20,37,152
23,68,64,351
89,34,72,373
85,92,49,416
3,90,46,321
69,5,99,376
93,81,45,390
75,74,86,481
55,16,70,297
73,63,11,232
54,36,76,354
38,28,95,379
53,8,35,174
81,79,89,506
44,88,2,226
1,18,29,124
26,45,88,380
12,25,31,155
58,4,62,252
74,69,29,299
7,92,89,458
2,70,37,253
10,28,33,165
78,8,96,382
56,68,28,276
50,50,28,234
17,82,13,220
18,74,66,364
74,7,35,193
60,35,42,256
61,10,83,330
49,65,54,341
85,37,64,351
66,18,42,228
94,39,7,193
20,37,14,136
32,73,55,343
64,70,14,246
62,15,90,362
3,89,67,382
6,70,57,317
18,60,4,150
67,95,60,437
64,65,26,272
70,11,3,101
71,28,29,214
15,22,74,281
97,20,23,206
50,18,78,320
86,50,94,468
69,14,57,268
66,98,95,547
28,67,73,381
13,54,1,124
7,6,69,226
54,99,63,441
25,97,68,423
68,25,97,409
47,17,88,345
35,69,25,248
49,14,26,155
73,61,22,261
9,57,68,327
23,17,23,126
47,94,89,502
9,62,62,319
4,81,53,325
50,80,89,477
76,39,40,274
20,0,79,257
21,95,27,292
57,30,82,363
80,18,30,206
31,59,85,404
24,93,93,489
58,88,10,264
35,3,35,146
98,51,77,431
55,33,37,232
43,41,98,419
69,19,8,131
72,22,48,260
31,36,65,298
8,98,86,462
32,67,48,310
2,61,95,409
93,95,73,502
33,58,91,422
1,80,44,293
12,42,49,243
34,36,43,235
60,28,22,182
64,13,19,147
18,14,16,94
6,86,33,277
45,78,76,429
63,13,5,104
82,62,52,362
2,57,5,131
13,3,66,217
20,95,16,258
45,18,3,90
75,0,83,324
14,49,60,292
58,69,48,340
23,7,33,136
82,34,14,192
69,67,12,239
38,34,8,130
21,36,49,240
2,55,23,181
30,12,96,342
31,77,34,287
13,1,62,201
18,54,42,252
65,90,64,437
59,22,70,313
4,60,58,298
58,3,46,202
65,8,66,279
6,13,87,293
25,39,35,208
24,68,97,451
31,6,57,214
68,70,58,382
85,95,55,440
4,83,37,281
80,19,29,205
3,88,91,452
98,29,93,435
12,56,30,214
14,25,29,151
76,63,84,454
56,18,83,341
9,3,16,63
95,71,21,300
46,69,72,400
87,89,7,286
54,64,81,425
7,16,59,216
82,95,49,419
30,41,54,274
99,2,61,286
58,49,13,195
27,17,58,235
10,34,15,123
47,58,43,292
57,5,46,205
38,25,98,382
79,95,31,362
28,91,80,450
22,51,78,358
84,59,43,331
83,10,75,328
27,16,41,182
7,82,77,402
73,37,30,237
78,61,62,386
28,1,12,66
36,10,64,248
78,93,14,306
51,67,4,197
54,30,16,162
15,34,20,143
97,2,5,116
47,39,17,176
75,20,36,223
2,41,12,120
51,46,84,395
26,42,44,242
70,59,98,482
46,33,32,208
93,86,75,490
25,44,62,299
22,50,15,167
56,98,59,429
3,59,91,394
83,47,93,456
96,42,69,387
73,58,84,441
50,50,36,258
28,14,82,302
96,57,94,492
8,77,75,387
11,97,9,232
38,8,68,258
11,6,5,38
75,10,88,359
11,88,20,247
83,32,48,291
50,33,95,401
16,3,3,31
12,76,34,266
77,21,46,257
19,32,14,125
18,98,18,268
99,63,79,462
27,77,13,220
46,73,56,360
85,47,23,248
67,19,64,297
25,62,34,251
91,93,80,517
22,95,4,224
97,72,59,418
32,87,45,341
55,24,91,376
24,86,89,463
97,22,16,189
86,23,89,399
44,51,49,293
30,16,99,359
60,97,60,434
27,85,73,416
40,28,77,327
67,91,35,354
88,25,27,219
70,33,56,304
68,53,54,336
72,83,72,454
29,80,55,354
22,17,18,110
87,55,13,236
77,15,89,374
8,89,21,249
80,94,6,286
34,91,46,354
77,65,82,453
31,31,5,108
48,19,94,368
67,87,18,295
35,84,17,254
55,15,43,214
34,29,54,254
65,91,63,436
81,86,61,436
74,0,81,317
22,79,34,282
94,37,59,345
29,23,43,204
72,78,98,522
36,86,32,304
81,77,72,451
42,10,92,338
5,28,2,67
13,57,88,391
93,68,60,409
59,37,96,421
5,68,57,312
29,10,14,91
91,84,69,466
14,69,38,266
90,41,9,199
65,19,30,193
95,2,67,300
69,39,7,168
45,67,55,344
63,54,99,468
52,86,35,329
72,65,3,211
35,79,31,286
51,24,43,228
44,12,37,179
65,60,40,305
62,58,55,343
89,11,33,210
9,86,56,349
50,25,71,313
98,36,80,410
0,69,90,408
32,89,50,360
12,64,89,407
40,10,30,150
87,58,49,350
65,80,31,318
24,18,89,327
72,7,89,353
35,99,0,233
34,1,4,48
79,18,48,259
86,25,12,172
79,40,95,444
91,43,9,204
41,70,81,424
49,27,3,112
22,31,76,312
99,61,70,431
39,52,81,386
53,53,90,429
30,21,70,282
49,67,24,255
19,4,41,150
26,10,42,172
44,73,53,349
89,86,76,489
84,68,95,505
85,31,39,264
81,79,6,257
78,11,40,220
72,13,73,317
60,38,33,235
50,74,63,387
20,26,53,231
31,4,46,177
36,90,88,480
71,60,26,269
